date,shadow_nav_index,shadow_daily_return,valid_return,blocker_reason,holdings_count,rebalance_flag
2014-09-01,1.013176088586599,0.013176088586599022,True,,50,True
2014-09-02,1.0314910807701418,0.018076810526680198,True,,50,False
2014-09-03,1.0471604601067837,0.01519099837968807,True,,50,False
2014-09-04,1.049148447739012,0.0018984555929715263,True,,50,False
2014-09-05,1.065760431594388,0.015833778233362406,True,,50,False
2014-09-08,1.0851937316065152,0.01823421046234075,True,,50,False
2014-09-09,1.0881754709167093,0.0027476562233546,True,,50,False
2014-09-10,1.092750911757472,0.004204690294028035,True,,50,False
2014-09-11,1.1122066052412773,0.017804326012883065,True,,50,False
2014-09-12,1.1150353325564564,0.0025433469841382728,True,,50,False
2014-09-15,1.1158779906583187,0.0007557232289046034,True,,50,False
2014-09-16,1.0654884076166131,-0.04515689301478021,True,,50,False
2014-09-17,1.0760910250610054,0.009950945846618042,True,,50,False
2014-09-18,1.1133281158516941,0.034604034346051415,True,,50,False
2014-09-19,1.129454926772014,0.014485227392270428,True,,50,False
2014-09-22,1.127441463483358,-0.001782685825640118,True,,50,False
2014-09-23,1.0988429922515943,-0.02536581468576249,True,,50,False
2014-09-24,1.082461697491108,-0.014907766510773302,True,,50,False
2014-09-25,1.0478095134698986,-0.03201238815334084,True,,50,False
2014-09-26,1.0546729997160345,0.006550318696197932,True,,50,False
2014-09-29,1.0691768167444797,0.013751956324235426,True,,50,False
2014-09-30,1.0752720499962867,0.005700865522286769,True,,50,False
2014-10-01,1.0703783856682414,-0.004551094142233314,True,,49,True
2014-10-07,1.0608909947128848,-0.008863586076089836,True,,49,False
2014-10-08,1.061317695025053,0.0004022093827684703,True,,49,False
2014-10-09,1.085565365372362,0.022846759703499364,True,,49,False
2014-10-10,1.0676418494191606,-0.016510766209875793,True,,49,False
2014-10-13,1.0805118465935326,0.012054601626354078,True,,49,False
2014-10-14,1.080650133833314,0.00012798308525496793,True,,49,False
2014-10-16,1.035156012064038,-0.04209884433909983,True,,49,False
2014-10-17,1.0330512765142978,-0.002033254432385889,True,,49,False
2014-10-20,1.0451000267247956,0.01166326443267418,True,,49,False
2014-10-21,1.0586133039475016,0.012930128099847948,True,,49,False
2014-10-22,1.0725612500196944,0.013175676160673389,True,,49,False
2014-10-23,1.0845948111064856,0.011219462838667926,True,,49,False
2014-10-27,1.076963259152019,-0.007036316121299624,True,,49,False
2014-10-28,1.0809677941622922,0.003718358055618598,True,,49,False
2014-10-29,1.0967461490762147,0.01459650786927491,True,,49,False
2014-10-30,1.107677802454189,0.009967350591731705,True,,49,False
2014-10-31,1.1279494823568015,0.018301061786828443,True,,49,False
2014-11-03,1.1507687625934668,0.020230764403548873,True,,50,True
2014-11-05,1.1618238270160368,0.0096066775375927,True,,50,False
2014-11-07,1.1694234202938005,0.006541089191880456,True,,50,False
2014-11-10,1.1724447176823132,0.002583578656012886,True,,50,False
2014-11-11,1.1823955237852626,0.008487228397958235,True,,50,False
2014-11-12,1.1938866383829774,0.009718503129077849,True,,50,False
2014-11-13,1.1906250090640447,-0.002731942224724393,True,,50,False
2014-11-14,1.1866582943374908,-0.0033316238919524066,True,,50,False
2014-11-17,1.198073267374944,0.009619427169492045,True,,50,False
2014-11-18,1.208308502867744,0.008543079769425255,True,,50,False
2014-11-19,1.198843212593503,-0.007833504648669276,True,,50,False
